genome,asset
caenorhabditis_elegans-ncbi-ws190,bowtie2_index_extra
caenorhabditis_elegans-ncbi-ws195,bismark_bt1_index
caenorhabditis_elegans-ncbi-ws195,bismark_bt2_index
caenorhabditis_elegans-ncbi-ws195,blacklist
caenorhabditis_elegans-ncbi-ws195,bowtie2_index
caenorhabditis_elegans-ncbi-ws195,bwa_index
caenorhabditis_elegans-ncbi-ws195,cellranger_reference
caenorhabditis_elegans-ncbi-ws195,dbnsfp
caenorhabditis_elegans-ncbi-ws195,dbsnp
caenorhabditis_elegans-ncbi-ws195,ensembl_gtf
caenorhabditis_elegans-ncbi-ws195,ensembl_rb
caenorhabditis_elegans-ncbi-ws195,epilog_index
caenorhabditis_elegans-ncbi-ws195,fasta
caenorhabditis_elegans-ncbi-ws195,fasta_txome
caenorhabditis_elegans-ncbi-ws195,feat_annotation
caenorhabditis_elegans-ncbi-ws195,gtf
caenorhabditis_elegans-ncbi-ws195,kallisto_index
caenorhabditis_elegans-ncbi-ws195,refgene_anno
caenorhabditis_elegans-ncbi-ws195,salmon_index
caenorhabditis_elegans-ncbi-ws195,salmon_partial_sa_index
caenorhabditis_elegans-ncbi-ws195,salmon_sa_index
caenorhabditis_elegans-ncbi-ws195,star_index
caenorhabditis_elegans-ncbi-ws195,suffixerator_index
caenorhabditis_elegans-ncbi-ws195,tallymer_index
caenorhabditis_elegans-ncbi-ws195,tgMap
caenorhabditis_elegans-ncbi-ws195,bowtie2_index_extra
caenorhabditis_elegans-ucsc-ce10,bismark_bt1_index
caenorhabditis_elegans-ucsc-ce10,bismark_bt2_index
caenorhabditis_elegans-ucsc-ce10,blacklist
caenorhabditis_elegans-ucsc-ce10,bowtie2_index
caenorhabditis_elegans-ucsc-ce10,bwa_index
caenorhabditis_elegans-ucsc-ce10,cellranger_reference
caenorhabditis_elegans-ucsc-ce10,dbnsfp
caenorhabditis_elegans-ucsc-ce10,dbsnp
caenorhabditis_elegans-ucsc-ce10,ensembl_gtf
caenorhabditis_elegans-ucsc-ce10,ensembl_rb
caenorhabditis_elegans-ucsc-ce10,epilog_index
caenorhabditis_elegans-ucsc-ce10,fasta
caenorhabditis_elegans-ucsc-ce10,fasta_txome
caenorhabditis_elegans-ucsc-ce10,feat_annotation
caenorhabditis_elegans-ucsc-ce10,gtf
caenorhabditis_elegans-ucsc-ce10,kallisto_index
caenorhabditis_elegans-ucsc-ce10,refgene_anno
caenorhabditis_elegans-ucsc-ce10,salmon_index
caenorhabditis_elegans-ucsc-ce10,salmon_partial_sa_index
caenorhabditis_elegans-ucsc-ce10,salmon_sa_index
caenorhabditis_elegans-ucsc-ce10,star_index
caenorhabditis_elegans-ucsc-ce10,suffixerator_index
caenorhabditis_elegans-ucsc-ce10,tallymer_index
caenorhabditis_elegans-ucsc-ce10,tgMap
caenorhabditis_elegans-ucsc-ce10,bowtie2_index_extra
caenorhabditis_elegans-ucsc-ce6,bismark_bt1_index
caenorhabditis_elegans-ucsc-ce6,bismark_bt2_index
caenorhabditis_elegans-ucsc-ce6,blacklist
caenorhabditis_elegans-ucsc-ce6,bowtie2_index
caenorhabditis_elegans-ucsc-ce6,bwa_index
caenorhabditis_elegans-ucsc-ce6,cellranger_reference
caenorhabditis_elegans-ucsc-ce6,dbnsfp
caenorhabditis_elegans-ucsc-ce6,dbsnp
caenorhabditis_elegans-ucsc-ce6,ensembl_gtf
caenorhabditis_elegans-ucsc-ce6,ensembl_rb
caenorhabditis_elegans-ucsc-ce6,epilog_index
caenorhabditis_elegans-ucsc-ce6,fasta
caenorhabditis_elegans-ucsc-ce6,fasta_txome
caenorhabditis_elegans-ucsc-ce6,feat_annotation
caenorhabditis_elegans-ucsc-ce6,gtf
caenorhabditis_elegans-ucsc-ce6,kallisto_index
caenorhabditis_elegans-ucsc-ce6,refgene_anno
caenorhabditis_elegans-ucsc-ce6,salmon_index
caenorhabditis_elegans-ucsc-ce6,salmon_partial_sa_index
caenorhabditis_elegans-ucsc-ce6,salmon_sa_index
caenorhabditis_elegans-ucsc-ce6,star_index
caenorhabditis_elegans-ucsc-ce6,suffixerator_index
caenorhabditis_elegans-ucsc-ce6,tallymer_index
caenorhabditis_elegans-ucsc-ce6,tgMap
caenorhabditis_elegans-ucsc-ce6,bowtie2_index_extra
canis_familiaris-ensembl-broadd2,bismark_bt1_index
canis_familiaris-ensembl-broadd2,bismark_bt2_index
canis_familiaris-ensembl-broadd2,blacklist
canis_familiaris-ensembl-broadd2,bowtie2_index
canis_familiaris-ensembl-broadd2,bwa_index
canis_familiaris-ensembl-broadd2,cellranger_reference
canis_familiaris-ensembl-broadd2,dbnsfp
canis_familiaris-ensembl-broadd2,dbsnp
canis_familiaris-ensembl-broadd2,ensembl_gtf
canis_familiaris-ensembl-broadd2,ensembl_rb
canis_familiaris-ensembl-broadd2,epilog_index
canis_familiaris-ensembl-broadd2,fasta
canis_familiaris-ensembl-broadd2,fasta_txome
canis_familiaris-ensembl-broadd2,feat_annotation
canis_familiaris-ensembl-broadd2,gtf
canis_familiaris-ensembl-broadd2,kallisto_index
canis_familiaris-ensembl-broadd2,refgene_anno
canis_familiaris-ensembl-broadd2,salmon_index
canis_familiaris-ensembl-broadd2,salmon_partial_sa_index
canis_familiaris-ensembl-broadd2,salmon_sa_index
canis_familiaris-ensembl-broadd2,star_index
canis_familiaris-ensembl-broadd2,suffixerator_index
canis_familiaris-ensembl-broadd2,tallymer_index
canis_familiaris-ensembl-broadd2,tgMap
canis_familiaris-ensembl-broadd2,bowtie2_index_extra
canis_familiaris-ensembl-canfam31,bismark_bt1_index
canis_familiaris-ensembl-canfam31,bismark_bt2_index
canis_familiaris-ensembl-canfam31,blacklist
canis_familiaris-ensembl-canfam31,bowtie2_index
canis_familiaris-ensembl-canfam31,bwa_index
canis_familiaris-ensembl-canfam31,cellranger_reference
canis_familiaris-ensembl-canfam31,dbnsfp
canis_familiaris-ensembl-canfam31,dbsnp
canis_familiaris-ensembl-canfam31,ensembl_gtf
canis_familiaris-ensembl-canfam31,ensembl_rb
canis_familiaris-ensembl-canfam31,epilog_index
canis_familiaris-ensembl-canfam31,fasta
canis_familiaris-ensembl-canfam31,fasta_txome
canis_familiaris-ensembl-canfam31,feat_annotation
canis_familiaris-ensembl-canfam31,gtf
canis_familiaris-ensembl-canfam31,kallisto_index
canis_familiaris-ensembl-canfam31,refgene_anno
canis_familiaris-ensembl-canfam31,salmon_index
canis_familiaris-ensembl-canfam31,salmon_partial_sa_index
canis_familiaris-ensembl-canfam31,salmon_sa_index
canis_familiaris-ensembl-canfam31,star_index
canis_familiaris-ensembl-canfam31,suffixerator_index
canis_familiaris-ensembl-canfam31,tallymer_index
canis_familiaris-ensembl-canfam31,tgMap
canis_familiaris-ensembl-canfam31,bowtie2_index_extra
canis_familiaris-ncbi-build21,bismark_bt1_index
canis_familiaris-ncbi-build21,bismark_bt2_index
canis_familiaris-ncbi-build21,blacklist
canis_familiaris-ncbi-build21,bowtie2_index
canis_familiaris-ncbi-build21,bwa_index
canis_familiaris-ncbi-build21,cellranger_reference
canis_familiaris-ncbi-build21,dbnsfp
canis_familiaris-ncbi-build21,dbsnp
canis_familiaris-ncbi-build21,ensembl_gtf
canis_familiaris-ncbi-build21,ensembl_rb
canis_familiaris-ncbi-build21,epilog_index
canis_familiaris-ncbi-build21,fasta
canis_familiaris-ncbi-build21,fasta_txome
canis_familiaris-ncbi-build21,feat_annotation
canis_familiaris-ncbi-build21,gtf
canis_familiaris-ncbi-build21,kallisto_index
canis_familiaris-ncbi-build21,refgene_anno
canis_familiaris-ncbi-build21,salmon_index
canis_familiaris-ncbi-build21,salmon_partial_sa_index
canis_familiaris-ncbi-build21,salmon_sa_index
canis_familiaris-ncbi-build21,star_index
canis_familiaris-ncbi-build21,suffixerator_index
canis_familiaris-ncbi-build21,tallymer_index
canis_familiaris-ncbi-build21,tgMap
canis_familiaris-ncbi-build21,bowtie2_index_extra
canis_familiaris-ncbi-build31,bismark_bt1_index
canis_familiaris-ncbi-build31,bismark_bt2_index
canis_familiaris-ncbi-build31,blacklist
canis_familiaris-ncbi-build31,bowtie2_index
canis_familiaris-ncbi-build31,bwa_index
canis_familiaris-ncbi-build31,cellranger_reference
canis_familiaris-ncbi-build31,dbnsfp
canis_familiaris-ncbi-build31,dbsnp
canis_familiaris-ncbi-build31,ensembl_gtf
canis_familiaris-ncbi-build31,ensembl_rb
canis_familiaris-ncbi-build31,epilog_index
canis_familiaris-ncbi-build31,fasta
canis_familiaris-ncbi-build31,fasta_txome
canis_familiaris-ncbi-build31,feat_annotation
canis_familiaris-ncbi-build31,gtf
canis_familiaris-ncbi-build31,kallisto_index
canis_familiaris-ncbi-build31,refgene_anno
canis_familiaris-ncbi-build31,salmon_index
canis_familiaris-ncbi-build31,salmon_partial_sa_index
canis_familiaris-ncbi-build31,salmon_sa_index
canis_familiaris-ncbi-build31,star_index
canis_familiaris-ncbi-build31,suffixerator_index
canis_familiaris-ncbi-build31,tallymer_index
canis_familiaris-ncbi-build31,tgMap
canis_familiaris-ncbi-build31,bowtie2_index_extra
canis_familiaris-ucsc-canfam2,bismark_bt1_index
canis_familiaris-ucsc-canfam2,bismark_bt2_index
canis_familiaris-ucsc-canfam2,blacklist
canis_familiaris-ucsc-canfam2,bowtie2_index
canis_familiaris-ucsc-canfam2,bwa_index
canis_familiaris-ucsc-canfam2,cellranger_reference
canis_familiaris-ucsc-canfam2,dbnsfp
canis_familiaris-ucsc-canfam2,dbsnp
canis_familiaris-ucsc-canfam2,ensembl_gtf
canis_familiaris-ucsc-canfam2,ensembl_rb
canis_familiaris-ucsc-canfam2,epilog_index
canis_familiaris-ucsc-canfam2,fasta
canis_familiaris-ucsc-canfam2,fasta_txome
canis_familiaris-ucsc-canfam2,feat_annotation
canis_familiaris-ucsc-canfam2,gtf
canis_familiaris-ucsc-canfam2,kallisto_index
canis_familiaris-ucsc-canfam2,refgene_anno
canis_familiaris-ucsc-canfam2,salmon_index
canis_familiaris-ucsc-canfam2,salmon_partial_sa_index
canis_familiaris-ucsc-canfam2,salmon_sa_index
canis_familiaris-ucsc-canfam2,star_index
canis_familiaris-ucsc-canfam2,suffixerator_index
canis_familiaris-ucsc-canfam2,tallymer_index
canis_familiaris-ucsc-canfam2,tgMap
canis_familiaris-ucsc-canfam2,bowtie2_index_extra
canis_familiaris-ucsc-canfam3,bismark_bt1_index
canis_familiaris-ucsc-canfam3,bismark_bt2_index
canis_familiaris-ucsc-canfam3,blacklist
canis_familiaris-ucsc-canfam3,bowtie2_index
canis_familiaris-ucsc-canfam3,bwa_index
canis_familiaris-ucsc-canfam3,cellranger_reference
canis_familiaris-ucsc-canfam3,dbnsfp
canis_familiaris-ucsc-canfam3,dbsnp
canis_familiaris-ucsc-canfam3,ensembl_gtf
canis_familiaris-ucsc-canfam3,ensembl_rb
canis_familiaris-ucsc-canfam3,epilog_index
canis_familiaris-ucsc-canfam3,fasta
canis_familiaris-ucsc-canfam3,fasta_txome
canis_familiaris-ucsc-canfam3,feat_annotation
canis_familiaris-ucsc-canfam3,gtf
canis_familiaris-ucsc-canfam3,kallisto_index
canis_familiaris-ucsc-canfam3,refgene_anno
canis_familiaris-ucsc-canfam3,salmon_index
canis_familiaris-ucsc-canfam3,salmon_partial_sa_index
canis_familiaris-ucsc-canfam3,salmon_sa_index
canis_familiaris-ucsc-canfam3,star_index
canis_familiaris-ucsc-canfam3,suffixerator_index
canis_familiaris-ucsc-canfam3,tallymer_index
canis_familiaris-ucsc-canfam3,tgMap
canis_familiaris-ucsc-canfam3,bowtie2_index_extra
danio_rerio-ensembl-grcz10,bismark_bt1_index
danio_rerio-ensembl-grcz10,bismark_bt2_index
danio_rerio-ensembl-grcz10,blacklist
danio_rerio-ensembl-grcz10,bowtie2_index
danio_rerio-ensembl-grcz10,bwa_index
danio_rerio-ensembl-grcz10,cellranger_reference
danio_rerio-ensembl-grcz10,dbnsfp
danio_rerio-ensembl-grcz10,dbsnp
danio_rerio-ensembl-grcz10,ensembl_gtf
danio_rerio-ensembl-grcz10,ensembl_rb
danio_rerio-ensembl-grcz10,epilog_index
danio_rerio-ensembl-grcz10,fasta
danio_rerio-ensembl-grcz10,fasta_txome
danio_rerio-ensembl-grcz10,feat_annotation
danio_rerio-ensembl-grcz10,gtf
danio_rerio-ensembl-grcz10,kallisto_index
danio_rerio-ensembl-grcz10,refgene_anno
danio_rerio-ensembl-grcz10,salmon_index
danio_rerio-ensembl-grcz10,salmon_partial_sa_index
danio_rerio-ensembl-grcz10,salmon_sa_index
danio_rerio-ensembl-grcz10,star_index
danio_rerio-ensembl-grcz10,suffixerator_index
danio_rerio-ensembl-grcz10,tallymer_index
danio_rerio-ensembl-grcz10,tgMap
danio_rerio-ensembl-grcz10,bowtie2_index_extra
danio_rerio-ensembl-zv9,bismark_bt1_index
danio_rerio-ensembl-zv9,bismark_bt2_index
danio_rerio-ensembl-zv9,blacklist
danio_rerio-ensembl-zv9,bowtie2_index
danio_rerio-ensembl-zv9,bwa_index
danio_rerio-ensembl-zv9,cellranger_reference
danio_rerio-ensembl-zv9,dbnsfp
danio_rerio-ensembl-zv9,dbsnp
danio_rerio-ensembl-zv9,ensembl_gtf
danio_rerio-ensembl-zv9,ensembl_rb
danio_rerio-ensembl-zv9,epilog_index
danio_rerio-ensembl-zv9,fasta
danio_rerio-ensembl-zv9,fasta_txome
danio_rerio-ensembl-zv9,feat_annotation
danio_rerio-ensembl-zv9,gtf
danio_rerio-ensembl-zv9,kallisto_index
danio_rerio-ensembl-zv9,refgene_anno
danio_rerio-ensembl-zv9,salmon_index
danio_rerio-ensembl-zv9,salmon_partial_sa_index
danio_rerio-ensembl-zv9,salmon_sa_index
danio_rerio-ensembl-zv9,star_index
danio_rerio-ensembl-zv9,suffixerator_index
danio_rerio-ensembl-zv9,tallymer_index
danio_rerio-ensembl-zv9,tgMap
danio_rerio-ensembl-zv9,bowtie2_index_extra
danio_rerio-ncbi-grcz10,bismark_bt1_index
danio_rerio-ncbi-grcz10,bismark_bt2_index
danio_rerio-ncbi-grcz10,blacklist
danio_rerio-ncbi-grcz10,bowtie2_index
danio_rerio-ncbi-grcz10,bwa_index
danio_rerio-ncbi-grcz10,cellranger_reference
danio_rerio-ncbi-grcz10,dbnsfp
danio_rerio-ncbi-grcz10,dbsnp
danio_rerio-ncbi-grcz10,ensembl_gtf
danio_rerio-ncbi-grcz10,ensembl_rb
danio_rerio-ncbi-grcz10,epilog_index
danio_rerio-ncbi-grcz10,fasta
danio_rerio-ncbi-grcz10,fasta_txome
danio_rerio-ncbi-grcz10,feat_annotation
danio_rerio-ncbi-grcz10,gtf
danio_rerio-ncbi-grcz10,kallisto_index
danio_rerio-ncbi-grcz10,refgene_anno
danio_rerio-ncbi-grcz10,salmon_index
danio_rerio-ncbi-grcz10,salmon_partial_sa_index
danio_rerio-ncbi-grcz10,salmon_sa_index
danio_rerio-ncbi-grcz10,star_index
danio_rerio-ncbi-grcz10,suffixerator_index
danio_rerio-ncbi-grcz10,tallymer_index
danio_rerio-ncbi-grcz10,tgMap
danio_rerio-ncbi-grcz10,bowtie2_index_extra
danio_rerio-ncbi-zv9,bismark_bt1_index
danio_rerio-ncbi-zv9,bismark_bt2_index
danio_rerio-ncbi-zv9,blacklist
danio_rerio-ncbi-zv9,bowtie2_index
danio_rerio-ncbi-zv9,bwa_index
danio_rerio-ncbi-zv9,cellranger_reference
danio_rerio-ncbi-zv9,dbnsfp
danio_rerio-ncbi-zv9,dbsnp
danio_rerio-ncbi-zv9,ensembl_gtf
danio_rerio-ncbi-zv9,ensembl_rb
danio_rerio-ncbi-zv9,epilog_index
danio_rerio-ncbi-zv9,fasta
danio_rerio-ncbi-zv9,fasta_txome
danio_rerio-ncbi-zv9,feat_annotation
danio_rerio-ncbi-zv9,gtf
danio_rerio-ncbi-zv9,kallisto_index
danio_rerio-ncbi-zv9,refgene_anno
danio_rerio-ncbi-zv9,salmon_index
danio_rerio-ncbi-zv9,salmon_partial_sa_index
danio_rerio-ncbi-zv9,salmon_sa_index
danio_rerio-ncbi-zv9,star_index
danio_rerio-ncbi-zv9,suffixerator_index
danio_rerio-ncbi-zv9,tallymer_index
danio_rerio-ncbi-zv9,tgMap
danio_rerio-ncbi-zv9,bowtie2_index_extra
danio_rerio-ucsc-danrer10,bismark_bt1_index
danio_rerio-ucsc-danrer10,bismark_bt2_index
danio_rerio-ucsc-danrer10,blacklist
danio_rerio-ucsc-danrer10,bowtie2_index
danio_rerio-ucsc-danrer10,bwa_index
danio_rerio-ucsc-danrer10,cellranger_reference
danio_rerio-ucsc-danrer10,dbnsfp
danio_rerio-ucsc-danrer10,dbsnp
danio_rerio-ucsc-danrer10,ensembl_gtf
danio_rerio-ucsc-danrer10,ensembl_rb
danio_rerio-ucsc-danrer10,epilog_index
danio_rerio-ucsc-danrer10,fasta
danio_rerio-ucsc-danrer10,fasta_txome
danio_rerio-ucsc-danrer10,feat_annotation
danio_rerio-ucsc-danrer10,gtf
danio_rerio-ucsc-danrer10,kallisto_index
danio_rerio-ucsc-danrer10,refgene_anno
danio_rerio-ucsc-danrer10,salmon_index
danio_rerio-ucsc-danrer10,salmon_partial_sa_index
danio_rerio-ucsc-danrer10,salmon_sa_index
danio_rerio-ucsc-danrer10,star_index
danio_rerio-ucsc-danrer10,suffixerator_index
danio_rerio-ucsc-danrer10,tallymer_index
danio_rerio-ucsc-danrer10,tgMap
danio_rerio-ucsc-danrer10,bowtie2_index_extra
danio_rerio-ucsc-danrer7,bismark_bt1_index
danio_rerio-ucsc-danrer7,bismark_bt2_index
danio_rerio-ucsc-danrer7,blacklist
danio_rerio-ucsc-danrer7,bowtie2_index
danio_rerio-ucsc-danrer7,bwa_index
danio_rerio-ucsc-danrer7,cellranger_reference
danio_rerio-ucsc-danrer7,dbnsfp
danio_rerio-ucsc-danrer7,dbsnp
danio_rerio-ucsc-danrer7,ensembl_gtf
danio_rerio-ucsc-danrer7,ensembl_rb
danio_rerio-ucsc-danrer7,epilog_index
danio_rerio-ucsc-danrer7,fasta
danio_rerio-ucsc-danrer7,fasta_txome
danio_rerio-ucsc-danrer7,feat_annotation
danio_rerio-ucsc-danrer7,gtf
danio_rerio-ucsc-danrer7,kallisto_index
danio_rerio-ucsc-danrer7,refgene_anno
danio_rerio-ucsc-danrer7,salmon_index
danio_rerio-ucsc-danrer7,salmon_partial_sa_index
danio_rerio-ucsc-danrer7,salmon_sa_index
danio_rerio-ucsc-danrer7,star_index
danio_rerio-ucsc-danrer7,suffixerator_index
danio_rerio-ucsc-danrer7,tallymer_index
danio_rerio-ucsc-danrer7,tgMap
danio_rerio-ucsc-danrer7,bowtie2_index_extra
drosophila_melanogaster-ensembl-bdgp525,bismark_bt1_index
drosophila_melanogaster-ensembl-bdgp525,bismark_bt2_index
drosophila_melanogaster-ensembl-bdgp525,blacklist
drosophila_melanogaster-ensembl-bdgp525,bowtie2_index
drosophila_melanogaster-ensembl-bdgp525,bwa_index
drosophila_melanogaster-ensembl-bdgp525,cellranger_reference
drosophila_melanogaster-ensembl-bdgp525,dbnsfp
drosophila_melanogaster-ensembl-bdgp525,dbsnp
drosophila_melanogaster-ensembl-bdgp525,ensembl_gtf
drosophila_melanogaster-ensembl-bdgp525,ensembl_rb
drosophila_melanogaster-ensembl-bdgp525,epilog_index
drosophila_melanogaster-ensembl-bdgp525,fasta
drosophila_melanogaster-ensembl-bdgp525,fasta_txome
drosophila_melanogaster-ensembl-bdgp525,feat_annotation
drosophila_melanogaster-ensembl-bdgp525,gtf
drosophila_melanogaster-ensembl-bdgp525,kallisto_index
drosophila_melanogaster-ensembl-bdgp525,refgene_anno
drosophila_melanogaster-ensembl-bdgp525,salmon_index
drosophila_melanogaster-ensembl-bdgp525,salmon_partial_sa_index
drosophila_melanogaster-ensembl-bdgp525,salmon_sa_index
drosophila_melanogaster-ensembl-bdgp525,star_index
drosophila_melanogaster-ensembl-bdgp525,suffixerator_index
drosophila_melanogaster-ensembl-bdgp525,tallymer_index
drosophila_melanogaster-ensembl-bdgp525,tgMap
drosophila_melanogaster-ensembl-bdgp525,bowtie2_index_extra
drosophila_melanogaster-ensembl-bdgp5,bismark_bt1_index
drosophila_melanogaster-ensembl-bdgp5,bismark_bt2_index
drosophila_melanogaster-ensembl-bdgp5,blacklist
drosophila_melanogaster-ensembl-bdgp5,bowtie2_index
drosophila_melanogaster-ensembl-bdgp5,bwa_index
drosophila_melanogaster-ensembl-bdgp5,cellranger_reference
drosophila_melanogaster-ensembl-bdgp5,dbnsfp
drosophila_melanogaster-ensembl-bdgp5,dbsnp
drosophila_melanogaster-ensembl-bdgp5,ensembl_gtf
drosophila_melanogaster-ensembl-bdgp5,ensembl_rb
drosophila_melanogaster-ensembl-bdgp5,epilog_index
drosophila_melanogaster-ensembl-bdgp5,fasta
drosophila_melanogaster-ensembl-bdgp5,fasta_txome
drosophila_melanogaster-ensembl-bdgp5,feat_annotation
drosophila_melanogaster-ensembl-bdgp5,gtf
drosophila_melanogaster-ensembl-bdgp5,kallisto_index
drosophila_melanogaster-ensembl-bdgp5,refgene_anno
drosophila_melanogaster-ensembl-bdgp5,salmon_index
drosophila_melanogaster-ensembl-bdgp5,salmon_partial_sa_index
drosophila_melanogaster-ensembl-bdgp5,salmon_sa_index
drosophila_melanogaster-ensembl-bdgp5,star_index
drosophila_melanogaster-ensembl-bdgp5,suffixerator_index
drosophila_melanogaster-ensembl-bdgp5,tallymer_index
drosophila_melanogaster-ensembl-bdgp5,tgMap
drosophila_melanogaster-ensembl-bdgp5,bowtie2_index_extra
drosophila_melanogaster-ensembl-bdgp6,bismark_bt1_index
drosophila_melanogaster-ensembl-bdgp6,bismark_bt2_index
drosophila_melanogaster-ensembl-bdgp6,blacklist
drosophila_melanogaster-ensembl-bdgp6,bowtie2_index
drosophila_melanogaster-ensembl-bdgp6,bwa_index
drosophila_melanogaster-ensembl-bdgp6,cellranger_reference
drosophila_melanogaster-ensembl-bdgp6,dbnsfp
drosophila_melanogaster-ensembl-bdgp6,dbsnp
drosophila_melanogaster-ensembl-bdgp6,ensembl_gtf
drosophila_melanogaster-ensembl-bdgp6,ensembl_rb
drosophila_melanogaster-ensembl-bdgp6,epilog_index
drosophila_melanogaster-ensembl-bdgp6,fasta
drosophila_melanogaster-ensembl-bdgp6,fasta_txome
drosophila_melanogaster-ensembl-bdgp6,feat_annotation
drosophila_melanogaster-ensembl-bdgp6,gtf
drosophila_melanogaster-ensembl-bdgp6,kallisto_index
drosophila_melanogaster-ensembl-bdgp6,refgene_anno
drosophila_melanogaster-ensembl-bdgp6,salmon_index
drosophila_melanogaster-ensembl-bdgp6,salmon_partial_sa_index
drosophila_melanogaster-ensembl-bdgp6,salmon_sa_index
drosophila_melanogaster-ensembl-bdgp6,star_index
drosophila_melanogaster-ensembl-bdgp6,suffixerator_index
drosophila_melanogaster-ensembl-bdgp6,tallymer_index
drosophila_melanogaster-ensembl-bdgp6,tgMap
drosophila_melanogaster-ensembl-bdgp6,bowtie2_index_extra
drosophila_melanogaster-ncbi-build41,bismark_bt1_index
drosophila_melanogaster-ncbi-build41,bismark_bt2_index
drosophila_melanogaster-ncbi-build41,blacklist
drosophila_melanogaster-ncbi-build41,bowtie2_index
drosophila_melanogaster-ncbi-build41,bwa_index
drosophila_melanogaster-ncbi-build41,cellranger_reference
drosophila_melanogaster-ncbi-build41,dbnsfp
drosophila_melanogaster-ncbi-build41,dbsnp
drosophila_melanogaster-ncbi-build41,ensembl_gtf
drosophila_melanogaster-ncbi-build41,ensembl_rb
drosophila_melanogaster-ncbi-build41,epilog_index
drosophila_melanogaster-ncbi-build41,fasta
drosophila_melanogaster-ncbi-build41,fasta_txome
drosophila_melanogaster-ncbi-build41,feat_annotation
drosophila_melanogaster-ncbi-build41,kallisto_index
drosophila_melanogaster-ncbi-build41,refgene_anno
drosophila_melanogaster-ncbi-build41,salmon_index
drosophila_melanogaster-ncbi-build41,salmon_partial_sa_index
drosophila_melanogaster-ncbi-build41,salmon_sa_index
drosophila_melanogaster-ncbi-build41,star_index
drosophila_melanogaster-ncbi-build41,suffixerator_index
drosophila_melanogaster-ncbi-build41,tallymer_index
drosophila_melanogaster-ncbi-build41,tgMap
drosophila_melanogaster-ncbi-build41,bowtie2_index_extra
drosophila_melanogaster-ncbi-build53,bismark_bt1_index
drosophila_melanogaster-ncbi-build53,bismark_bt2_index
drosophila_melanogaster-ncbi-build53,blacklist
drosophila_melanogaster-ncbi-build53,bowtie2_index
drosophila_melanogaster-ncbi-build53,bwa_index
drosophila_melanogaster-ncbi-build53,cellranger_reference
drosophila_melanogaster-ncbi-build53,dbnsfp
drosophila_melanogaster-ncbi-build53,dbsnp
drosophila_melanogaster-ncbi-build53,ensembl_gtf
drosophila_melanogaster-ncbi-build53,ensembl_rb
drosophila_melanogaster-ncbi-build53,epilog_index
drosophila_melanogaster-ncbi-build53,fasta
drosophila_melanogaster-ncbi-build53,fasta_txome
drosophila_melanogaster-ncbi-build53,feat_annotation
drosophila_melanogaster-ncbi-build53,gtf
drosophila_melanogaster-ncbi-build53,kallisto_index
drosophila_melanogaster-ncbi-build53,refgene_anno
drosophila_melanogaster-ncbi-build53,salmon_index
drosophila_melanogaster-ncbi-build53,salmon_partial_sa_index
drosophila_melanogaster-ncbi-build53,salmon_sa_index
drosophila_melanogaster-ncbi-build53,star_index
drosophila_melanogaster-ncbi-build53,suffixerator_index
drosophila_melanogaster-ncbi-build53,tallymer_index
drosophila_melanogaster-ncbi-build53,tgMap
drosophila_melanogaster-ncbi-build53,bowtie2_index_extra
drosophila_melanogaster-ncbi-build541,bismark_bt1_index
drosophila_melanogaster-ncbi-build541,bismark_bt2_index
drosophila_melanogaster-ncbi-build541,blacklist
drosophila_melanogaster-ncbi-build541,bowtie2_index
drosophila_melanogaster-ncbi-build541,bwa_index
drosophila_melanogaster-ncbi-build541,cellranger_reference
drosophila_melanogaster-ncbi-build541,dbnsfp
drosophila_melanogaster-ncbi-build541,dbsnp
drosophila_melanogaster-ncbi-build541,ensembl_gtf
drosophila_melanogaster-ncbi-build541,ensembl_rb
drosophila_melanogaster-ncbi-build541,epilog_index
drosophila_melanogaster-ncbi-build541,fasta
drosophila_melanogaster-ncbi-build541,fasta_txome
drosophila_melanogaster-ncbi-build541,feat_annotation
drosophila_melanogaster-ncbi-build541,gtf
drosophila_melanogaster-ncbi-build541,kallisto_index
drosophila_melanogaster-ncbi-build541,refgene_anno
drosophila_melanogaster-ncbi-build541,salmon_index
drosophila_melanogaster-ncbi-build541,salmon_partial_sa_index
drosophila_melanogaster-ncbi-build541,salmon_sa_index
drosophila_melanogaster-ncbi-build541,star_index
drosophila_melanogaster-ncbi-build541,suffixerator_index
drosophila_melanogaster-ncbi-build541,tallymer_index
drosophila_melanogaster-ncbi-build541,tgMap
drosophila_melanogaster-ncbi-build541,bowtie2_index_extra
drosophila_melanogaster-ncbi-build5,bismark_bt1_index
drosophila_melanogaster-ncbi-build5,bismark_bt2_index
drosophila_melanogaster-ncbi-build5,blacklist
drosophila_melanogaster-ncbi-build5,bowtie2_index
drosophila_melanogaster-ncbi-build5,bwa_index
drosophila_melanogaster-ncbi-build5,cellranger_reference
drosophila_melanogaster-ncbi-build5,dbnsfp
drosophila_melanogaster-ncbi-build5,dbsnp
drosophila_melanogaster-ncbi-build5,ensembl_gtf
drosophila_melanogaster-ncbi-build5,ensembl_rb
drosophila_melanogaster-ncbi-build5,epilog_index
drosophila_melanogaster-ncbi-build5,fasta
drosophila_melanogaster-ncbi-build5,fasta_txome
drosophila_melanogaster-ncbi-build5,feat_annotation
drosophila_melanogaster-ncbi-build5,gtf
drosophila_melanogaster-ncbi-build5,kallisto_index
